IP,MAC,Status,Miner Type,Miner Model,Miner Brand,Logical Zone,Customer,Real-time Power,Real-time Power Unit,ControlBoard Sn,hashBoard SN,PSU SN,Real-time Hashrate,AVG Hashrate,Theoretical Hashrate,Hashrate unit,Factory Hashrate,Hashrate unit,HashBoard Status,HashBoard Hashrate,HashBoard Hashrate1,HashBoard Hashrate2,HashBoard Hashrate3,HashBoard Hashrate4,HashBoard Frequency,Chip Status,Temperature,Fan Speed,Work Mode,PowerType,Firmware Version,Pool 1,Pool 1 Status,Sub-account 1,Pool 2,Pool 2 Status,Sub-account 2,Pool 3,Pool 3 Status,Sub-account 1,Uptime (Second),Last Update,Remarks,Original Type
10.17.10.7,50:d4:48:4b:77:98,Online,A2,A2-222T,SealMiner,Sigma,Bitdeer-Seal,3788,W,S127200251900970,"[""S124600251915435"",""S124600251915398"",""S124600251915451""]",1Z251700852,229.62,229.31,234.36,T,222.0,T,"[3,3]","[73.01(1),79.77(2),76.87(3)]",73.01,79.77,76.87,,"[351,380,368]","[459,459]","[64,70,70]","[4774,4830,4804,4804]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x7,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x7,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x7,28008,2025-08-20 09:08:02,,A2
10.17.10.8,50:d4:48:4a:ee:95,Online,A2,A2-222T,SealMiner,Sigma,Bitdeer-Seal,3728,W,S127200250400695,"[""S124600251902391"",""S124600251903094"",""S124600251902392""]",1Z251700071,226.59,225.75,230.96,T,222.0,T,"[3,3]","[77.0(1),72.92(2),76.69(3)]",77.0,72.92,76.69,,"[367,349,366]","[459,459]","[68,68,70]","[4980,4950,4920,4920]",Normal(A2*),BTPSU04KSA-02.10,2025062501,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x8,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x8,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x8,32421,2025-08-20 09:08:02,,A2
10.17.10.9,50:d4:48:4b:70:88,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3876,W,S127200251905213,"[""S124600251915208"",""S124600251913168"",""S124600251915050""]",1Z251701401,231.93,231.58,237.5,T,230.0,T,"[3,3]","[76.4(1),74.79(2),80.76(3)]",76.4,74.79,80.76,,"[368,360,385]","[459,459]","[61,64,70]","[5190,5195,5165,5195]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x9,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x9,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x9,28009,2025-08-20 09:08:02,,A2
10.17.10.10,50:d4:48:4b:77:30,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3980,W,S127200251900982,"[""S124600251902399"",""S124600251902016"",""S124600251902310""]",1Z251701032,238.94,238.84,244.02,T,230.0,T,"[3,3]","[76.58(1),80.43(2),81.94(3)]",76.58,80.43,81.94,,"[368,385,391]","[459,459]","[63,66,70]","[4650,4650,4650,4650]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x10,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x10,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x10,27998,2025-08-20 09:08:02,,A2
10.17.10.11,50:d4:48:4b:76:a0,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3888,W,S127200251900345,"[""S124600251902173"",""S124600251902099"",""S124600251902319""]",1Z251700948,233.9,233.26,238.29,T,230.0,T,"[3,3]","[77.47(1),79.45(2),76.99(3)]",77.47,79.45,76.99,,"[371,379,367]","[459,459]","[70,70,70]","[4350,4354,4324,4324]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x11,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x11,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x11,27977,2025-08-20 09:08:02,,A2
10.17.10.12,50:d4:48:4b:72:77,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3684,W,S127200251903306,"[""S124600251904407"",""S124600251904406"",""S124600251904358""]",1Z251702324,225.16,224.5,229.86,T,230.0,T,"[3,3]","[79.31(1),76.12(2),69.79(3)]",79.31,76.12,69.79,,"[378,362,337]","[459,459]","[70,69,66]","[4024,4024,3990,3993]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x12,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x12,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x12,27962,2025-08-20 09:08:02,,A2
10.17.10.13,50:d4:48:4b:77:b2,Online,A2,A2-232T,SealMiner,Sigma,Bitdeer-Seal,3896,W,S127200251900021,"[""S124600251902213"",""S124600251902363"",""S124600251902400""]",1Z251700586,235.51,234.42,240.46,T,232.0,T,"[3,3]","[80.72(1),79.78(2),75.03(3)]",80.72,79.78,75.03,,"[385,381,361]","[459,459]","[70,70,67]","[4204,4234,4204,4204]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x13,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x13,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x13,27958,2025-08-20 09:08:02,,A2
10.17.10.14,50:d4:48:4b:6b:2f,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,2692,W,S127200251903162,"[""S124600251903838"",""S124600251904110""]",1Z250101217,158.06,158.21,161.62,T,230.0,T,"[2,3]","[80.05(2),78.0(3)]",,80.05,78.0,,"[384,374]","[306,459]","[66,70]","[6150,6150,6180,6150]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x14,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x14,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x14,28024,2025-08-20 09:08:02,,A2
10.17.10.15,50:d4:48:4b:69:3b,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3892,W,S127200251901433,"[""S124600251902615"",""S124600251902369"",""S124600251902005""]",1Z251700531,234.51,234.15,238.74,T,230.0,T,"[3,3]","[79.25(1),78.58(2),76.67(3)]",79.25,78.58,76.67,,"[378,376,365]","[459,459]","[70,69,68]","[4230,4170,4170,4200]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x15,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x15,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x15,27959,2025-08-20 09:08:02,,A2
10.17.10.16,50:d4:48:4b:78:7d,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3924,W,S127200251904943,"[""S124600251902390"",""S124600251902382"",""S124600251902381""]",1Z251701004,236.76,236.23,241.51,T,230.0,T,"[3,3]","[80.36(1),79.79(2),76.61(3)]",80.36,79.79,76.61,,"[384,381,367]","[459,459]","[70,70,69]","[4230,4200,4200,4200]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x16,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x16,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x16,27961,2025-08-20 09:08:02,,A2
10.17.10.17,50:d4:48:4b:78:25,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3972,W,S127200251903996,"[""S124600251901977"",""S124600251901974"",""S124600251901910""]",1Z251700199,237.87,237.93,241.63,T,230.0,T,"[3,3]","[76.27(1),78.76(2),82.87(3)]",76.27,78.76,82.87,,"[365,375,392]","[459,459]","[59,63,70]","[5400,5430,5430,5430]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x17,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x17,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x17,27972,2025-08-20 09:08:02,,A2
10.17.10.18,50:d4:48:4b:70:b5,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,4024,W,S127200251900207,"[""S124600251902371"",""S124600251902288"",""S124600251902281""]",1Z251702142,240.1,238.67,245.02,T,230.0,T,"[3,3]","[82.7(1),79.62(2),77.79(3)]",82.7,79.62,77.79,,"[396,381,372]","[459,459]","[70,66,65]","[4500,4504,4500,4504]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x18,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x18,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x18,27973,2025-08-20 09:08:02,,A2
10.17.10.19,50:d4:48:4b:76:62,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3980,W,S127200251900230,"[""S124600251914821"",""S124600251914819"",""S124600251914820""]",1Z251702163,239.4,238.58,243.99,T,230.0,T,"[3,3]","[80.94(1),79.94(2),78.52(3)]",80.94,79.94,78.52,,"[387,382,374]","[459,459]","[70,69,70]","[4410,4410,4380,4410]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x19,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x19,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x19,27970,2025-08-20 09:08:02,,A2
10.17.10.20,50:d4:48:4b:74:27,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3832,W,S127200251904448,"[""S124600251901986"",""S124600251902769"",""S124600251903027""]",1Z251701874,231.89,231.53,236.79,T,230.0,T,"[3,3]","[79.83(1),78.42(2),73.66(3)]",79.83,78.42,73.66,,"[381,375,354]","[459,459]","[70,69,66]","[4204,4204,4204,4204]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x20,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x20,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x20,27966,2025-08-20 09:08:02,,A2
10.17.10.21,50:d4:48:4b:77:a7,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3896,W,S127200251901026,"[""S124600251915210"",""S124600251915651"",""S124600251915677""]",1Z251700421,235.62,235.38,241.02,T,230.0,T,"[3,3]","[80.56(1),79.47(2),75.6(3)]",80.56,79.47,75.6,,"[385,382,363]","[459,459]","[70,69,69]","[4354,4354,4350,4324]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x21,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x21,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x21,27968,2025-08-20 09:08:02,,A2
10.17.10.22,50:d4:48:4b:71:32,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3748,W,S127200251901524,"[""S124600251909441"",""S124600251909431"",""S124600251908887""]",1Z251702361,226.98,225.2,231.26,T,230.0,T,"[3,3]","[74.38(1),77.03(2),75.57(3)]",74.38,77.03,75.57,,"[356,367,361]","[459,459]","[63,66,70]","[4770,4770,4740,4770]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x22,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x22,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x22,27963,2025-08-20 09:08:02,,A2
10.17.10.23,50:d4:48:4b:70:99,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3960,W,S127200251901480,"[""S124600251902996"",""S124600251902989"",""S124600251902639""]",1Z251701162,238.18,237.83,243.32,T,230.0,T,"[3,3]","[78.4(1),78.28(2),81.51(3)]",78.4,78.28,81.51,,"[376,376,388]","[459,459]","[63,65,70]","[4650,4620,4620,4650]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x23,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x23,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x23,27972,2025-08-20 09:08:02,,A2
10.17.10.24,50:d4:48:4b:70:96,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3840,W,S127200251902042,"[""S124600251910366"",""S124600251910732"",""S124600251910381""]",1Z251700448,231.92,231.06,236.79,T,230.0,T,"[3,3]","[76.35(1),77.65(2),77.92(3)]",76.35,77.65,77.92,,"[365,372,373]","[459,459]","[67,69,70]","[4444,4414,4440,4444]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x24,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x24,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x24,27967,2025-08-20 09:08:02,,A2
10.17.10.25,50:d4:48:4b:73:87,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3928,W,S127200251904822,"[""S124600251915186"",""S124600251914928"",""S124600251915183""]",1Z251702621,239.2,238.14,243.02,T,230.0,T,"[3,3]","[80.18(1),80.41(2),78.61(3)]",80.18,80.41,78.61,,"[382,382,375]","[459,459]","[70,70,70]","[4410,4410,4380,4410]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x25,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x25,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x25,27965,2025-08-20 09:08:02,,A2
10.17.10.26,50:d4:48:4b:78:2a,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3912,W,S127200251904007,"[""S124600251902052"",""S124600251902493"",""S124600251902421""]",1Z251700600,231.7,232.37,241.04,T,230.0,T,"[3,3]","[76.89(1),78.51(2),76.3(3)]",76.89,78.51,76.3,,"[378,378,375]","[459,459]","[71,66,67]","[4500,4500,4500,4500]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x26,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x26,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x26,929,2025-08-20 09:08:02,,A2
10.17.10.27,50:d4:48:4b:69:42,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3636,W,S127200251901976,"[""S124600251902130"",""S124600251902397"",""S124600251902232""]",1Z251700537,223.34,220.36,227.75,T,230.0,T,"[3,3]","[75.43(1),76.03(2),71.92(3)]",75.43,76.03,71.92,,"[360,358,349]","[459,459]","[70,70,69]","[3960,3963,3933,3963]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x27,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x27,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x27,932,2025-08-20 09:08:02,,A2
10.17.10.28,50:d4:48:4b:71:d0,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3932,W,S127200251903537,"[""S124600251901984"",""S124600251902072"",""S124600251902003""]",1Z251700894,237.37,236.99,241.52,T,230.0,T,"[3,3]","[79.05(1),81.96(2),76.36(3)]",79.05,81.96,76.36,,"[378,390,364]","[459,459]","[70,70,68]","[4504,4534,4534,4534]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x28,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x28,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x28,27956,2025-08-20 09:08:02,,A2
10.17.10.29,50:d4:48:4b:78:07,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,4064,W,S127200251904095,"[""S124600251903882"",""S124600251903902"",""S124600251904863""]",1Z251701970,241.54,240.9,244.37,T,230.0,T,"[3,3]","[83.68(1),78.84(2),79.02(3)]",83.68,78.84,79.02,,"[396,375,374]","[459,459]","[70,67,67]","[4830,4770,4770,4770]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x29,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x29,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x29,27956,2025-08-20 09:08:02,,A2
10.17.10.30,50:d4:48:4b:70:59,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3900,W,S127200251901759,"[""S124600251902533"",""S124600251902543"",""S124600251902546""]",1Z251701198,235.97,234.72,239.82,T,230.0,T,"[3,3]","[78.13(1),77.62(2),80.22(3)]",78.13,77.62,80.22,,"[372,371,381]","[459,459]","[67,66,70]","[4894,4894,4894,4894]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x30,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x30,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x30,27954,2025-08-20 09:08:02,,A2
10.17.10.31,50:d4:48:4b:71:e3,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3776,W,S127200251901884,"[""S124600251902094"",""S124600251902333"",""S124600251902100""]",1Z251700799,230.56,230.71,237.04,T,230.0,T,"[3,3]","[79.02(1),77.71(2),73.84(3)]",79.02,77.71,73.84,,"[379,374,358]","[459,459]","[70,68,67]","[4054,4050,4020,4050]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x31,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x31,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x31,27943,2025-08-20 09:08:02,,A2
10.17.10.32,50:d4:48:4b:74:fe,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3888,W,S127200251902249,"[""S124600251700910"",""S124600251700440"",""S124600251700437""]",1Z251702073,235.03,234.41,240.36,T,230.0,T,"[3,3]","[76.73(1),80.22(2),78.09(3)]",76.73,80.22,78.09,,"[369,383,375]","[459,459]","[68,70,69]","[4050,4050,4020,4050]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x133,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x133,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x133,27899,2025-08-20 09:08:02,,A2
10.17.10.33,50:d4:48:4b:79:5f,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3900,W,S127200251904310,"[""S124600251905119"",""S124600251905089"",""S124600251905088""]",1Z251702342,232.66,232.58,238.46,T,230.0,T,"[3,3]","[73.61(1),77.4(2),81.7(3)]",73.61,77.4,81.7,,"[356,372,390]","[459,459]","[60,65,70]","[5130,5100,5100,5070]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x33,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x33,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x33,27927,2025-08-20 09:08:02,,A2
10.17.10.34,50:d4:48:4b:70:a0,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3936,W,S127200251903915,"[""S124600251908762"",""S124600251909222"",""S124600251908730""]",1Z250100404,235.14,235.38,240.56,T,230.0,T,"[3,3]","[76.96(1),81.04(2),77.15(3)]",76.96,81.04,77.15,,"[370,388,369]","[459,459]","[66,69,70]","[4444,4414,4414,4414]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x34,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x34,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x34,27904,2025-08-20 09:08:02,,A2
10.17.10.35,50:d4:48:4b:72:f9,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3888,W,S127200251904584,"[""S124600251908567"",""S124600251908728"",""S124600251908732""]",1Z250100394,234.16,233.78,239.15,T,230.0,T,"[3,3]","[76.53(1),79.8(2),77.84(3)]",76.53,79.8,77.84,,"[367,381,373]","[459,459]","[63,67,70]","[4504,4504,4504,4504]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x35,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x35,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x35,27901,2025-08-20 09:08:02,,A2
10.17.10.36,50:d4:48:4b:77:70,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3952,W,S127200251900348,"[""S124600251902768"",""S124600251902256"",""S124600251902648""]",1Z250101359,234.95,236.18,241.87,T,230.0,T,"[3,3]","[77.53(1),78.21(2),79.22(3)]",77.53,78.21,79.22,,"[376,378,380]","[459,459]","[63,65,70]","[4744,4714,4714,4714]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x36,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x36,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x36,27896,2025-08-20 09:08:02,,A2
10.17.10.37,50:d4:48:4b:69:6f,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3908,W,S127200251901352,"[""S124600251904103"",""S124600251903874"",""S124600251904668""]",1Z251701491,234.69,234.82,239.6,T,230.0,T,"[3,3]","[78.96(1),77.58(2),78.15(3)]",78.96,77.58,78.15,,"[378,372,373]","[459,459]","[65,66,70]","[4650,4654,4620,4650]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x37,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x37,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x37,27896,2025-08-20 09:08:02,,A2
10.17.10.38,50:d4:48:4b:77:22,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3904,W,S127200251901501,"[""S124600251914970"",""S124600251914953"",""S124600251914907""]",1Z250101540,234.68,234.13,240.42,T,230.0,T,"[3,3]","[75.77(1),78.51(2),80.42(3)]",75.77,78.51,80.42,,"[366,378,384]","[459,459]","[61,65,70]","[4924,4894,4894,4864]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x38,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x38,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x38,27896,2025-08-20 09:08:02,,A2
10.17.10.39,50:d4:48:4b:67:66,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3988,W,S127200251902339,"[""S124600251902431"",""S124600251903020"",""S124600251902802""]",1Z251701788,239.77,238.35,243.52,T,230.0,T,"[3,3]","[80.37(1),79.89(2),79.52(3)]",80.37,79.89,79.52,,"[381,382,379]","[459,459]","[65,67,70]","[4500,4500,4500,4500]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x39,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x39,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x39,27900,2025-08-20 09:08:02,,A2
10.17.10.40,50:d4:48:4b:65:1f,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3840,W,S127200251903812,"[""S124600251909281"",""S124600251909279"",""S124600251909345""]",1Z251702503,231.9,230.99,236.65,T,230.0,T,"[3,3]","[76.16(1),77.84(2),77.9(3)]",76.16,77.84,77.9,,"[363,373,373]","[459,459]","[68,70,70]","[3960,3960,3960,3960]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x40,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x40,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x40,27890,2025-08-20 09:08:02,,A2
10.17.10.41,50:d4:48:4b:74:b2,Online,A2,A2-216T,SealMiner,Sigma,Bitdeer-Seal,3744,W,S127200251904721,"[""S124600251903336"",""S124600251903229"",""S124600251903253""]",1Z251700648,224.78,223.47,228.4,T,216.0,T,"[3,3]","[74.92(1),75.89(2),73.98(3)]",74.92,75.89,73.98,,"[356,361,355]","[459,459]","[67,69,70]","[4620,4654,4654,4684]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x10x41,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x10x41,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x10x41,27909,2025-08-20 09:08:02,,A2
